vp ses resp RT key stim inf1 inf2
vp01 ses15 d 0.9046 r stim20 2 0
vp01 ses15 d 1.0013 r stim65 6 5
vp01 ses15 d 0.9701 r stim57 5 7
vp01 ses15 d 0.6691 r stim31 3 1
vp01 ses15 d 1.081 r stim03 0 3
vp01 ses15 s 1.1549 l stim63 6 3
vp01 ses15 d 0.6348 r stim55 5 5
vp01 ses15 d 0.6335 r stim11 1 1
vp01 ses15 d 0.563 r stim05 0 5
vp01 ses15 s 0.8213 l stim66 6 6
vp01 ses15 s 0.9606 l stim33 3 3
vp01 ses15 s 0.7097 l stim88 8 8
vp01 ses15 d 0.6768 r stim55 5 5
vp01 ses15 d 0.5907 r stim16 1 6
vp01 ses15 d 0.9985 r stim35 3 5
vp01 ses15 d 0.6661 r stim45 4 5
vp01 ses15 s 0.8112 l stim66 6 6
vp01 ses15 d 0.6524 r stim43 4 3
vp01 ses15 d 0.6153 r stim56 5 6
vp01 ses15 d 0.5906 r stim36 3 6
vp01 ses15 s 1.0483 l stim63 6 3
vp01 ses15 d 0.9012 r stim74 7 4
vp01 ses15 d 0.5611 r stim42 4 2
vp01 ses15 s 0.8026 l stim32 3 2
vp01 ses15 d 0.6577 r stim12 1 2
vp01 ses15 d 0.6869 r stim47 4 7
vp01 ses15 s 1.0345 l stim87 8 7
vp01 ses15 d 1.1215 r stim32 3 2
vp01 ses15 d 0.9131 r stim66 6 6
vp01 ses15 d 0.8574 r stim83 8 3
vp01 ses15 d 1.285 r stim87 8 7
vp01 ses15 d 1.0068 r stim52 5 2
vp01 ses15 s 0.7746 l stim00 0 0
vp01 ses15 d 0.9454 r stim15 1 5
vp01 ses15 d 0.7785 r stim65 6 5
vp01 ses15 d 0.632 r stim13 1 3
vp01 ses15 d 1.1932 r stim11 1 1
vp01 ses15 d 1.3261 r stim31 3 1
vp01 ses15 d 0.6867 r stim12 1 2
vp01 ses15 d 0.7509 r stim27 2 7
vp01 ses15 d 0.9126 r stim64 6 4
vp01 ses15 d 0.7481 r stim34 3 4
vp01 ses15 d 1.0671 r stim54 5 4
vp01 ses15 d 1.3729 r stim01 0 1
vp01 ses15 d 0.6482 r stim64 6 4
vp01 ses15 s 0.9266 l stim13 1 3
vp01 ses15 d 0.5916 r stim83 8 3
vp01 ses15 s 0.7338 l stim67 6 7
vp01 ses15 d 0.65 r stim03 0 3
vp01 ses15 d 0.6451 r stim46 4 6
vp01 ses15 s 0.9224 l stim67 6 7
vp01 ses15 d 1.0703 r stim86 8 6
vp01 ses15 d 0.7391 r stim72 7 2
vp01 ses15 d 0.6436 r stim58 5 8
vp01 ses15 d 0.8551 r stim22 2 2
vp01 ses15 d 0.9473 r stim44 4 4
vp01 ses15 d 0.7774 r stim57 5 7
vp01 ses15 d 0.616 r stim23 2 3
vp01 ses15 d 0.6766 r stim25 2 5
vp01 ses15 d 0.8386 r stim48 4 8
vp01 ses15 d 0.7966 r stim63 6 3
vp01 ses15 d 0.8839 r stim51 5 1
vp01 ses15 d 1.4791 r stim33 3 3
vp01 ses15 s 0.8468 l stim22 2 2
vp01 ses15 s 1.3213 l stim85 8 5
vp01 ses15 d 1.026 r stim76 7 6
vp01 ses15 s 0.8814 l stim56 5 6
vp01 ses15 d 1.0724 r stim11 1 1
vp01 ses15 d 0.6793 r stim02 0 2
vp01 ses15 s 1.0444 l stim66 6 6
vp01 ses15 d 0.8497 r stim57 5 7
vp01 ses15 d 1.4905 r stim55 5 5
vp01 ses15 d 0.6553 r stim16 1 6
vp01 ses15 d 1.0871 r stim86 8 6
vp01 ses15 d 1.4441 r stim33 3 3
vp01 ses15 d 1.2578 r stim33 3 3
vp01 ses15 s 0.9258 l stim13 1 3
vp01 ses15 s 0.8401 l stim32 3 2
vp01 ses15 d 0.9648 r stim51 5 1
vp01 ses15 d 0.7639 r stim58 5 8
vp01 ses15 d 0.8989 r stim00 0 0
vp01 ses15 d 0.6789 r stim37 3 7
vp01 ses15 d 0.6597 r stim02 0 2
vp01 ses15 d 1.7099 r stim31 3 1
vp01 ses15 d 0.7455 r stim20 2 0
vp01 ses15 s 1.0305 l stim11 1 1
vp01 ses15 d 0.8493 r stim20 2 0
vp01 ses15 d 0.9937 r stim51 5 1
vp01 ses15 d 1.7941 r stim01 0 1
vp01 ses15 d 0.666 r stim03 0 3
vp01 ses15 d 0.7784 r stim40 4 0
vp01 ses15 s 0.7154 l stim55 5 5
vp01 ses15 s 0.8658 l stim23 2 3
vp01 ses15 d 0.6756 r stim00 0 0
vp01 ses15 d 0.8877 r stim57 5 7
vp01 ses15 d 1.0313 r stim22 2 2
vp01 ses15 d 0.5844 r stim47 4 7
vp01 ses15 s 1.0193 l stim87 8 7
vp01 ses15 d 0.8233 r stim44 4 4
vp01 ses15 s 1.0477 l stim42 4 2
vp01 ses15 d 0.703 r stim55 5 5
vp01 ses15 d 0.9681 r stim65 6 5
vp01 ses15 d 0.7488 r stim13 1 3
vp01 ses15 d 0.6526 r stim55 5 5
vp01 ses15 d 0.8473 r stim73 7 3
vp01 ses15 d 0.606 r stim68 6 8
vp01 ses15 s 1.1984 l stim33 3 3
vp01 ses15 d 0.8276 r stim88 8 8
vp01 ses15 d 0.6032 r stim13 1 3
vp01 ses15 s 1.1947 l stim86 8 6
vp01 ses15 d 0.8278 r stim43 4 3
vp01 ses15 s 0.7547 l stim86 8 6
vp01 ses15 d 0.6915 r stim22 2 2
vp01 ses15 d 0.6091 r stim02 0 2
vp01 ses15 d 0.6672 r stim67 6 7
vp01 ses15 s 1.1143 l stim24 2 4
vp01 ses15 d 0.6241 r stim44 4 4
vp01 ses15 d 2.0334 r stim10 1 0
vp01 ses15 d 1.4656 r stim02 0 2
vp01 ses15 d 1.0044 r stim34 3 4
vp01 ses15 d 0.7566 r stim51 5 1
vp01 ses15 d 0.8914 r stim34 3 4
vp01 ses15 d 1.0179 r stim65 6 5
vp01 ses15 d 0.5892 r stim31 3 1
vp01 ses15 d 1.063 r stim23 2 3
vp01 ses15 d 1.8684 r stim32 3 2
vp01 ses15 s 1.0264 l stim11 1 1
vp01 ses15 d 0.5181 r stim15 1 5
vp01 ses15 s 0.7569 l stim10 1 0
vp01 ses15 d 0.6993 r stim67 6 7
vp01 ses15 d 0.5569 r stim26 2 6
vp01 ses15 d 0.5465 r stim47 4 7
vp01 ses15 d 0.519 r stim01 0 1
vp01 ses15 s 0.9174 l stim43 4 3
vp01 ses15 d 0.6013 r stim01 0 1
vp01 ses15 s 1.1428 l stim86 8 6
vp01 ses15 d 0.6047 r stim35 3 5
vp01 ses15 d 0.5965 r stim45 4 5
vp01 ses15 s 0.8882 l stim43 4 3
vp01 ses15 s 1.4809 l stim66 6 6
vp01 ses15 d 0.746 r stim88 8 8
vp01 ses15 s 0.8334 l stim65 6 5
vp01 ses15 d 0.8973 r stim41 4 1
vp01 ses15 d 1.195 r stim23 2 3
vp01 ses15 d 0.7252 r stim53 5 3
vp01 ses15 d 1.0108 r stim56 5 6
vp01 ses15 s 1.1467 l stim76 7 6
vp01 ses15 d 0.641 r stim12 1 2
vp01 ses15 d 0.7008 r stim73 7 3
vp01 ses15 s 0.7847 l stim34 3 4
vp01 ses15 d 1.2046 r stim12 1 2
vp01 ses15 d 0.6529 r stim43 4 3
vp01 ses15 s 0.931 l stim77 7 7
vp01 ses15 d 0.8455 r stim31 3 1
vp01 ses15 d 0.5532 r stim54 5 4
vp01 ses15 s 0.8764 l stim65 6 5
vp01 ses15 s 0.9185 l stim22 2 2
vp01 ses15 d 0.634 r stim24 2 4
vp01 ses15 d 0.6971 r stim48 4 8
vp01 ses15 d 0.5274 r stim64 6 4
vp01 ses15 d 0.5659 r stim15 1 5
vp01 ses15 d 0.5553 r stim44 4 4
vp01 ses15 s 0.9282 l stim00 0 0
vp01 ses15 d 0.84 r stim45 4 5
vp01 ses15 d 0.583 r stim04 0 4
vp01 ses15 s 0.7399 l stim33 3 3
vp01 ses15 d 0.7086 r stim04 0 4
vp01 ses15 s 0.7389 l stim46 4 6
vp01 ses15 s 0.7387 l stim42 4 2
vp01 ses15 d 0.8907 r stim56 5 6
vp01 ses15 s 0.9897 l stim56 5 6
vp01 ses15 d 0.637 r stim46 4 6
vp01 ses15 d 0.7244 r stim42 4 2
vp01 ses15 s 0.7806 l stim44 4 4
vp01 ses15 d 1.0001 r stim22 2 2
vp01 ses15 s 0.9667 l stim66 6 6
vp01 ses15 d 1.9335 r stim01 0 1
vp01 ses15 s 0.7983 l stim10 1 0
vp01 ses15 d 0.9874 r stim20 2 0
vp01 ses15 s 1.0014 l stim22 2 2
vp01 ses15 d 0.704 r stim51 5 1
vp01 ses15 d 0.6874 r stim57 5 7
vp01 ses15 s 0.7182 l stim00 0 0
vp01 ses15 d 0.6509 r stim55 5 5
vp01 ses15 d 1.0782 r stim76 7 6
vp01 ses15 d 0.7834 r stim48 4 8
vp01 ses15 d 1.2731 r stim44 4 4
vp01 ses15 s 0.9938 l stim44 4 4
vp01 ses15 s 0.8494 l stim00 0 0
vp01 ses15 d 0.7907 r stim50 5 0
vp01 ses15 s 1.0287 l stim43 4 3
vp01 ses15 d 0.5646 r stim31 3 1
vp01 ses15 d 1.4546 r stim55 5 5
vp01 ses15 d 0.9865 r stim01 0 1
vp01 ses15 s 0.9874 l stim78 7 8
vp01 ses15 d 1.1676 r stim67 6 7
vp01 ses15 s 1.7164 l stim88 8 8
vp01 ses15 d 0.592 r stim71 7 1
vp01 ses15 d 0.7245 r stim41 4 1
vp01 ses15 d 0.9411 r stim31 3 1
vp01 ses15 s 0.7893 l stim52 5 2
vp01 ses15 s 1.0284 l stim22 2 2
vp01 ses15 d 0.4992 r stim82 8 2
vp01 ses15 d 0.5153 r stim30 3 0
vp01 ses15 d 0.6023 r stim44 4 4
vp01 ses15 d 0.744 r stim46 4 6
vp01 ses15 d 0.6609 r stim54 5 4
vp01 ses15 d 0.6573 r stim23 2 3
vp01 ses15 s 1.1027 l stim65 6 5
vp01 ses15 d 0.8435 r stim54 5 4
vp01 ses15 s 0.8679 l stim10 1 0
vp01 ses15 d 0.5798 r stim32 3 2
vp01 ses15 d 0.8203 r stim64 6 4
vp01 ses15 d 0.5437 r stim53 5 3
vp01 ses15 d 1.4985 r stim88 8 8
vp01 ses15 s 0.7651 l stim87 8 7
vp01 ses15 s 0.6848 l stim00 0 0
vp01 ses15 d 0.5447 r stim83 8 3
vp01 ses15 s 0.7671 l stim00 0 0
vp01 ses15 s 0.8546 l stim78 7 8
vp01 ses15 d 0.9634 r stim65 6 5
vp01 ses15 s 0.8966 l stim74 7 4
vp01 ses15 d 0.772 r stim35 3 5
vp01 ses15 d 0.9112 r stim54 5 4
vp01 ses15 d 0.6734 r stim45 4 5
vp01 ses15 d 1.0701 r stim76 7 6
vp01 ses15 d 0.9918 r stim54 5 4
vp01 ses15 s 0.6945 l stim10 1 0
vp02 ses01 s 1.2274 r stim01 0 1
vp02 ses01 d 1.2147 l stim67 6 7
vp02 ses01 d 0.8622 l stim15 1 5
vp02 ses01 s 1.1709 r stim55 5 5
vp02 ses01 s 1.635 r stim67 6 7
vp02 ses01 d 1.7116 l stim10 1 0
vp02 ses01 d 0.9453 l stim68 6 8
vp02 ses01 s 1.0109 r stim55 5 5
vp02 ses01 d 1.8943 l stim57 5 7
vp02 ses01 d 1.8717 l stim44 4 4
vp02 ses01 s 1.847 r stim42 4 2
vp02 ses01 s 3.3537 r stim31 3 1
vp02 ses01 d 2.73 l stim66 6 6
vp02 ses01 s 2.8795 r stim44 4 4
vp02 ses01 s 0.9231 r stim88 8 8
vp02 ses01 d 1.1102 l stim13 1 3
vp02 ses01 s 1.0894 r stim66 6 6
vp02 ses01 d 1.1466 l stim42 4 2
vp02 ses01 d 1.6241 l stim21 2 1
vp02 ses01 s 0.9685 r stim22 2 2
vp02 ses01 d 1.1169 l stim24 2 4
vp02 ses01 s 1.0439 r stim11 1 1
vp02 ses01 s 0.9337 r stim33 3 3
vp02 ses01 s 1.5606 r stim32 3 2
vp02 ses01 d 1.4673 l stim41 4 1
vp02 ses01 d 1.3165 l stim23 2 3
vp02 ses01 s 1.0907 r stim77 7 7
vp02 ses01 d 1.2487 l stim72 7 2
vp02 ses01 s 1.433 r stim32 3 2
vp02 ses01 d 1.3798 l stim26 2 6
vp02 ses01 s 1.0796 r stim66 6 6
vp02 ses01 s 1.6712 r stim32 3 2
vp02 ses01 s 1.2661 r stim41 4 1
vp02 ses01 s 0.8 r stim43 4 3
vp02 ses01 d 1.1217 l stim46 4 6
vp02 ses01 s 1.5473 r stim87 8 7
vp02 ses01 s 1.8701 r stim58 5 8
vp02 ses01 s 2.3624 r stim14 1 4
vp02 ses01 s 0.9714 r stim44 4 4
vp02 ses01 s 1.2035 r stim35 3 5
vp02 ses01 s 1.171 r stim58 5 8
vp02 ses01 s 0.9164 r stim33 3 3
vp02 ses01 s 1.0954 r stim66 6 6
vp02 ses01 d 0.7702 l stim84 8 4
vp02 ses01 s 1.2901 r stim55 5 5
vp02 ses01 d 1.2861 l stim44 4 4
vp02 ses01 d 1.0255 l stim47 4 7
vp02 ses01 s 0.9794 r stim02 0 2
vp02 ses01 s 0.8463 r stim00 0 0
vp02 ses01 d 0.9715 l stim57 5 7
vp02 ses01 s 1.388 r stim77 7 7
vp02 ses01 s 1.2158 r stim23 2 3
vp02 ses01 s 1.366 r stim25 2 5
vp02 ses01 s 1.7538 r stim63 6 3
vp02 ses01 d 0.6742 l stim83 8 3
vp02 ses01 s 1.0901 r stim38 3 8
vp02 ses01 s 1.38 r stim00 0 0
vp02 ses01 d 1.0535 l stim65 6 5
vp02 ses01 d 2.5431 l stim48 4 8
vp02 ses01 s 1.2827 r stim66 6 6
vp02 ses01 d 2.5046 l stim21 2 1
vp02 ses01 d 1.2258 l stim32 3 2
vp02 ses01 s 1.0057 r stim12 1 2
vp02 ses01 s 0.9777 r stim32 3 2
vp02 ses01 s 0.8797 r stim43 4 3
vp02 ses01 s 0.9059 r stim11 1 1
vp02 ses01 d 1.2506 l stim46 4 6
vp02 ses01 d 1.1024 l stim30 3 0
vp02 ses01 s 0.9757 r stim40 4 0
vp02 ses01 d 1.2787 l stim65 6 5
vp02 ses01 d 1.3638 l stim25 2 5
vp02 ses01 s 1.1245 r stim25 2 5
vp02 ses01 d 1.5005 l stim00 0 0
vp02 ses01 d 1.2352 l stim67 6 7
vp02 ses01 s 1.2677 r stim11 1 1
vp02 ses01 d 1.381 l stim57 5 7
vp02 ses01 s 1.2933 r stim10 1 0
vp02 ses01 s 1.2297 r stim75 7 5
vp02 ses01 d 1.2151 l stim15 1 5
vp02 ses01 d 1.4974 l stim77 7 7
vp02 ses01 s 0.9475 r stim00 0 0
vp02 ses01 d 1.2967 l stim57 5 7
vp02 ses01 s 1.2018 r stim14 1 4
vp02 ses01 s 1.4831 r stim01 0 1
vp02 ses01 s 1.7658 r stim55 5 5
vp02 ses01 d 1.2166 l stim86 8 6
vp02 ses01 d 1.2169 l stim03 0 3
vp02 ses01 d 1.1679 l stim03 0 3
vp02 ses01 d 1.4449 l stim56 5 6
vp02 ses01 s 1.0617 r stim33 3 3
vp02 ses01 s 1.068 r stim65 6 5
vp02 ses01 d 1.6782 l stim55 5 5
vp02 ses01 s 1.608 r stim67 6 7
vp02 ses01 s 1.1783 r stim78 7 8
vp02 ses01 d 0.9622 l stim17 1 7
vp02 ses01 s 1.0095 r stim36 3 6
vp02 ses01 s 1.1322 r stim11 1 1
vp02 ses01 d 0.8752 l stim68 6 8
vp02 ses01 d 1.1196 l stim76 7 6
vp02 ses01 s 1.0136 r stim10 1 0
vp02 ses01 d 1.1997 l stim24 2 4
vp02 ses01 d 1.5122 l stim62 6 2
vp02 ses01 s 1.2466 r stim34 3 4
vp02 ses01 d 1.2508 l stim11 1 1
vp02 ses01 s 1.0024 r stim11 1 1
vp02 ses01 d 1.4031 l stim50 5 0
vp02 ses01 s 1.2746 r stim11 1 1
vp02 ses01 d 1.2971 l stim68 6 8
vp02 ses01 s 1.2843 r stim15 1 5
vp02 ses01 s 0.8358 r stim77 7 7
vp02 ses01 d 1.2926 l stim73 7 3
vp02 ses01 s 0.833 r stim77 7 7
vp02 ses01 d 1.1566 l stim65 6 5
vp02 ses01 s 0.8665 r stim00 0 0
vp02 ses01 s 0.9444 r stim23 2 3
vp02 ses01 s 0.8602 r stim46 4 6
vp02 ses01 d 1.2191 l stim38 3 8
vp02 ses01 d 1.1998 l stim78 7 8
vp02 ses01 s 0.8164 r stim65 6 5
vp02 ses01 d 1.2892 l stim84 8 4
vp02 ses01 s 1.5428 r stim67 6 7
vp02 ses01 d 1.6824 l stim64 6 4
vp02 ses01 s 1.2144 r stim34 3 4
vp02 ses01 s 0.8937 r stim33 3 3
vp02 ses01 s 0.8395 r stim33 3 3
vp02 ses01 s 0.7986 r stim32 3 2
vp02 ses01 s 0.9031 r stim10 1 0
vp02 ses01 s 0.7898 r stim01 0 1
vp02 ses01 d 1.786 l stim35 3 5
vp02 ses01 s 1.2562 r stim33 3 3
vp02 ses01 d 1.0566 l stim52 5 2
vp02 ses01 s 1.0283 r stim66 6 6
vp02 ses01 d 1.2165 l stim33 3 3
vp02 ses01 s 0.7833 r stim42 4 2
vp02 ses01 s 0.8841 r stim53 5 3
vp02 ses01 s 1.3941 r stim44 4 4
vp02 ses01 s 1.2937 r stim42 4 2
vp02 ses01 s 0.9807 r stim88 8 8
vp02 ses01 s 0.8832 r stim00 0 0
vp02 ses01 s 1.1269 r stim62 6 2
vp02 ses01 s 0.7871 r stim21 2 1
vp02 ses01 d 0.8215 l stim26 2 6
vp02 ses01 d 2.1304 l stim66 6 6
vp02 ses01 d 1.2065 l stim12 1 2
vp02 ses01 s 1.6879 r stim87 8 7
vp02 ses01 d 0.8149 l stim37 3 7
vp02 ses01 d 0.9899 l stim58 5 8
vp02 ses01 s 1.0247 r stim15 1 5
vp02 ses01 s 1.2452 r stim43 4 3
vp02 ses01 s 1.1951 r stim33 3 3
vp02 ses01 d 1.2234 l stim05 0 5
vp02 ses01 s 1.3623 r stim44 4 4
vp02 ses01 s 0.8353 r stim22 2 2
vp02 ses01 d 1.2277 l stim37 3 7
vp02 ses01 d 2.2935 l stim23 2 3
vp02 ses01 d 1.2466 l stim78 7 8
vp02 ses01 d 1.0824 l stim73 7 3
vp02 ses01 s 1.4403 r stim24 2 4
vp02 ses01 s 1.8208 r stim44 4 4
vp02 ses01 s 1.0923 r stim22 2 2
vp02 ses01 s 1.0992 r stim20 2 0
vp02 ses01 d 1.5102 l stim46 4 6
vp02 ses01 d 1.296 l stim64 6 4
vp02 ses01 s 1.5982 r stim66 6 6
vp02 ses01 d 1.3048 l stim61 6 1
vp02 ses01 s 1.0327 r stim20 2 0
vp02 ses01 s 1.1433 r stim57 5 7
vp02 ses01 d 0.9878 l stim25 2 5
vp02 ses01 s 0.9725 r stim22 2 2
vp02 ses01 s 1.2888 r stim23 2 3
vp02 ses01 s 2.641 r stim22 2 2
vp02 ses01 s 1.1525 r stim22 2 2
vp02 ses01 s 1.1984 r stim35 3 5
vp02 ses01 s 1.4134 r stim46 4 6
vp02 ses01 s 1.0412 r stim13 1 3
vp02 ses01 s 0.9807 r stim34 3 4
vp02 ses01 s 0.9301 r stim20 2 0
vp02 ses01 s 1.2293 r stim02 0 2
vp02 ses01 s 1.644 r stim11 1 1
vp02 ses01 s 0.9896 r stim00 0 0
vp02 ses01 d 0.9061 l stim74 7 4
vp02 ses01 d 1.3351 l stim66 6 6
vp02 ses01 d 1.0272 l stim31 3 1
vp02 ses01 d 2.6646 l stim66 6 6
vp02 ses01 s 1.9073 r stim34 3 4
vp02 ses01 d 0.8379 l stim13 1 3
vp02 ses01 d 2.0124 l stim67 6 7
vp02 ses01 d 0.9146 l stim25 2 5
vp02 ses01 s 1.4094 r stim32 3 2
vp02 ses01 s 2.4054 r stim11 1 1
vp02 ses01 d 0.9493 l stim82 8 2
vp02 ses01 d 1.3657 l stim61 6 1
vp02 ses01 s 1.9569 r stim77 7 7
vp02 ses01 d 1.3403 l stim54 5 4
vp02 ses01 d 1.5974 l stim54 5 4
vp02 ses01 d 1.0152 l stim67 6 7
vp02 ses01 d 1.787 l stim55 5 5
vp02 ses01 s 1.2245 r stim11 1 1
vp02 ses01 s 0.838 r stim33 3 3
vp02 ses01 d 1.6976 l stim35 3 5
vp02 ses01 s 0.8473 r stim54 5 4
vp02 ses01 d 1.1523 l stim88 8 8
vp02 ses01 d 1.6663 l stim21 2 1
vp02 ses01 d 1.0781 l stim37 3 7
vp02 ses01 d 1.6849 l stim20 2 0
vp02 ses01 d 1.2816 l stim62 6 2
vp02 ses01 d 2.5846 l stim56 5 6
vp02 ses01 d 0.7594 l stim84 8 4
vp02 ses01 s 1.0954 r stim54 5 4
vp02 ses01 d 1.3516 l stim00 0 0
vp02 ses01 s 1.4293 r stim02 0 2
vp02 ses01 s 1.9424 r stim22 2 2
vp02 ses01 s 0.8084 r stim22 2 2
vp02 ses01 s 1.5145 r stim77 7 7
vp02 ses01 d 1.6836 l stim87 8 7
vp02 ses01 d 1.1464 l stim84 8 4
vp02 ses01 s 1.2101 r stim32 3 2
vp02 ses01 s 0.9924 r stim01 0 1
vp02 ses01 d 1.7261 l stim04 0 4
vp02 ses01 d 1.9594 l stim65 6 5
vp02 ses01 s 2.8756 r stim88 8 8
vp02 ses01 d 0.8021 l stim62 6 2
vp02 ses01 s 0.9557 r stim44 4 4
vp02 ses01 s 1.2879 r stim66 6 6
vp02 ses01 d 1.3269 l stim42 4 2
vp02 ses01 d 0.8649 l stim24 2 4
vp02 ses01 d 1.4784 l stim56 5 6
vp02 ses01 d 0.7623 l stim68 6 8
vp02 ses01 s 1.1461 r stim44 4 4
vp02 ses01 d 0.9092 l stim88 8 8
vp02 ses01 s 0.7381 r stim83 8 3
vp02 ses01 s 1.122 r stim32 3 2
vp02 ses01 s 1.1469 r stim40 4 0
vp02 ses01 s 1.0094 r stim30 3 0
vp02 ses01 d 1.1288 l stim65 6 5
vp02 ses01 s 1.1235 r stim41 4 1
vp02 ses01 s 1.2638 r stim77 7 7
vp02 ses01 d 1.951 l stim54 5 4
vp02 ses01 d 1.2992 l stim84 8 4
vp02 ses01 d 0.8375 l stim78 7 8
vp02 ses01 d 0.7451 l stim64 6 4
vp02 ses01 s 1.1172 r stim03 0 3
vp02 ses01 d 1.3593 l stim54 5 4
vp02 ses01 d 1.3676 l stim65 6 5
vp02 ses01 s 0.8113 r stim44 4 4
vp02 ses01 s 1.5833 r stim32 3 2
vp02 ses01 s 1.5871 r stim00 0 0
vp02 ses01 d 0.964 l stim75 7 5
vp02 ses01 d 2.1135 l stim77 7 7
vp02 ses01 d 1.4209 l stim76 7 6
vp02 ses01 s 0.8002 r stim02 0 2
vp02 ses01 s 1.2828 r stim53 5 3
vp02 ses01 s 1.0784 r stim00 0 0
vp02 ses01 d 1.1685 l stim43 4 3
vp02 ses01 d 1.7631 l stim88 8 8
vp02 ses01 s 1.0994 r stim44 4 4
vp02 ses01 s 1.5284 r stim73 7 3
vp02 ses01 d 1.5154 l stim35 3 5
vp02 ses01 d 1.1522 l stim35 3 5
vp02 ses01 d 2.1446 l stim87 8 7
vp02 ses01 d 1.4062 l stim75 7 5
vp02 ses01 s 1.2522 r stim36 3 6
vp02 ses01 s 1.2211 r stim75 7 5
vp02 ses01 d 2.4004 l stim47 4 7
vp02 ses01 s 1.7114 r stim51 5 1
vp02 ses01 d 1.5637 l stim68 6 8
vp02 ses01 d 1.3669 l stim74 7 4
vp02 ses01 d 1.0278 l stim47 4 7
vp02 ses01 d 1.3486 l stim86 8 6
vp02 ses01 s 1.8558 r stim88 8 8
vp02 ses01 d 1.2606 l stim43 4 3
vp02 ses01 d 0.982 l stim62 6 2
vp02 ses01 d 1.1322 l stim11 1 1
vp02 ses01 s 1.1249 r stim77 7 7
vp02 ses01 d 1.5188 l stim88 8 8
vp02 ses01 d 1.6216 l stim47 4 7
vp02 ses01 d 1.9959 l stim88 8 8
vp02 ses01 s 1.532 r stim35 3 5
vp02 ses01 d 1.402 l stim03 0 3
vp02 ses01 s 1.4966 r stim00 0 0
vp02 ses01 d 1.1132 l stim46 4 6
vp02 ses01 d 1.1406 l stim86 8 6
vp02 ses01 s 1.5513 r stim21 2 1
vp02 ses01 d 1.2391 l stim53 5 3
vp02 ses01 s 0.8568 r stim00 0 0
vp02 ses01 s 0.9822 r stim30 3 0
vp02 ses01 s 0.6369 r stim00 0 0
vp02 ses01 s 0.7794 r stim00 0 0
vp02 ses01 d 0.7503 l stim24 2 4
vp02 ses01 d 1.0855 l stim50 5 0
vp02 ses01 s 0.993 r stim11 1 1
vp02 ses01 d 1.2265 l stim53 5 3
vp02 ses01 d 1.3107 l stim00 0 0
vp02 ses01 d 1.1012 l stim67 6 7
vp02 ses01 d 1.2406 l stim45 4 5
vp02 ses01 s 0.7936 r stim56 5 6
vp02 ses01 d 1.0316 l stim20 2 0
vp02 ses01 d 0.8361 l stim63 6 3
vp02 ses01 s 1.1579 r stim77 7 7
vp02 ses01 s 1.4369 r stim10 1 0
vp02 ses01 d 1.2446 l stim21 2 1
vp02 ses01 s 0.9019 r stim23 2 3
vp02 ses01 s 1.1472 r stim65 6 5
vp02 ses01 d 0.9092 l stim45 4 5
vp02 ses01 d 0.7878 l stim38 3 8
vp02 ses01 s 1.4257 r stim77 7 7
vp02 ses01 d 1.404 l stim33 3 3
vp02 ses01 d 0.7003 l stim57 5 7
vp02 ses01 d 1.0488 l stim75 7 5
vp02 ses01 d 1.0041 l stim02 0 2
vp02 ses01 d 1.0709 l stim04 0 4
vp02 ses01 s 0.9455 r stim14 1 4
vp02 ses01 s 0.7601 r stim33 3 3
vp02 ses01 d 0.9804 l stim57 5 7
vp02 ses01 s 0.9128 r stim33 3 3
vp02 ses01 s 1.9607 r stim55 5 5
vp02 ses01 s 0.8281 r stim34 3 4
vp02 ses01 s 0.9336 r stim66 6 6
vp02 ses01 d 0.9156 l stim53 5 3
vp02 ses01 s 1.4117 r stim73 7 3
vp02 ses01 d 1.4888 l stim42 4 2
vp02 ses01 d 2.9562 l stim76 7 6
vp02 ses01 d 1.4542 l stim77 7 7
vp02 ses01 d 1.3015 l stim48 4 8
vp02 ses01 s 1.2895 r stim88 8 8
vp02 ses01 d 1.2277 l stim00 0 0
vp02 ses01 d 1.1125 l stim53 5 3
vp02 ses01 s 1.3528 r stim11 1 1
vp02 ses01 d 0.8618 l stim52 5 2
vp02 ses01 s 2.7548 r stim11 1 1
vp02 ses01 d 1.6096 l stim12 1 2
vp02 ses01 d 1.1046 l stim57 5 7
vp02 ses01 d 0.8642 l stim88 8 8
vp02 ses01 d 1.3536 l stim64 6 4
vp02 ses01 s 1.2306 r stim44 4 4
vp02 ses01 d 1.5132 l stim01 0 1
vp02 ses01 d 1.2325 l stim68 6 8
vp02 ses01 s 1.0672 r stim00 0 0
vp02 ses01 d 0.8899 l stim26 2 6
vp02 ses01 d 2.0674 l stim55 5 5
vp02 ses01 d 2.586 l stim34 3 4
vp02 ses01 s 1.079 r stim01 0 1
vp02 ses01 d 1.3196 l stim12 1 2
vp02 ses01 d 2.2269 l stim57 5 7
vp02 ses01 s 1.9407 r stim11 1 1
vp02 ses01 d 1.2337 l stim05 0 5
vp02 ses01 d 0.7853 l stim62 6 2
vp02 ses01 d 1.6536 l stim33 3 3
vp02 ses01 d 1.1658 l stim14 1 4
vp02 ses01 d 1.0634 l stim62 6 2
vp02 ses01 s 0.8675 r stim88 8 8
vp02 ses01 d 0.7117 l stim17 1 7
vp02 ses01 s 1.0785 r stim77 7 7
vp02 ses01 d 1.2656 l stim16 1 6
vp02 ses01 d 1.2828 l stim27 2 7
vp02 ses01 d 0.9901 l stim67 6 7
