vp ses resp RT key stim inf1 inf2
vp02 ses15 s 1.0493 r stim77 7 7
vp02 ses15 d 0.7618 l stim04 0 4
vp02 ses15 s 1.08 r stim77 7 7
vp02 ses15 d 1.0379 l stim55 5 5
vp02 ses15 d 1.2595 l stim75 7 5
vp02 ses15 d 0.6959 l stim35 3 5
vp02 ses15 d 0.8931 l stim88 8 8
vp02 ses15 d 1.2049 l stim23 2 3
vp02 ses15 d 1.0373 l stim34 3 4
vp02 ses15 d 0.8088 l stim68 6 8
vp02 ses15 d 0.5927 l stim58 5 8
vp02 ses15 d 1.1379 l stim87 8 7
vp02 ses15 d 1.3325 l stim45 4 5
vp02 ses15 d 0.9914 l stim88 8 8
vp02 ses15 d 0.8131 l stim54 5 4
vp02 ses15 d 1.0044 l stim58 5 8
vp02 ses15 d 0.5704 l stim63 6 3
vp02 ses15 d 1.2419 l stim22 2 2
vp02 ses15 d 0.7305 l stim35 3 5
vp02 ses15 d 0.5655 l stim55 5 5
vp02 ses15 d 0.7545 l stim00 0 0
vp02 ses15 d 0.7718 l stim31 3 1
vp02 ses15 d 0.7601 l stim87 8 7
vp02 ses15 d 0.6965 l stim01 0 1
vp02 ses15 d 0.8286 l stim10 1 0
vp02 ses15 d 1.1019 l stim56 5 6
vp02 ses15 d 0.7259 l stim67 6 7
vp02 ses15 d 0.9115 l stim66 6 6
vp02 ses15 d 0.798 l stim12 1 2
vp02 ses15 d 0.668 l stim54 5 4
vp02 ses15 d 0.7813 l stim00 0 0
vp02 ses15 d 0.752 l stim44 4 4
vp02 ses15 d 0.8372 l stim88 8 8
vp02 ses15 d 0.8104 l stim33 3 3
vp02 ses15 d 0.7344 l stim55 5 5
vp02 ses15 d 1.1846 l stim11 1 1
vp02 ses15 d 1.3656 l stim22 2 2
vp02 ses15 d 0.7903 l stim33 3 3
vp02 ses15 s 0.9794 r stim88 8 8
vp02 ses15 d 0.8803 l stim44 4 4
vp02 ses15 d 1.007 l stim10 1 0
vp02 ses15 s 1.0419 r stim66 6 6
vp02 ses15 d 1.464 l stim66 6 6
vp02 ses15 d 0.7606 l stim15 1 5
vp02 ses15 d 1.3463 l stim44 4 4
vp02 ses15 d 0.8723 l stim11 1 1
vp02 ses15 d 0.9655 l stim78 7 8
vp02 ses15 d 1.794 l stim65 6 5
vp02 ses15 d 0.7031 l stim12 1 2
vp02 ses15 d 1.0349 l stim00 0 0
vp02 ses15 s 1.122 r stim10 1 0
vp02 ses15 d 1.0975 l stim20 2 0
vp02 ses15 d 0.6564 l stim65 6 5
vp02 ses15 d 0.9025 l stim57 5 7
vp02 ses15 d 0.6481 l stim31 3 1
vp02 ses15 d 0.7755 l stim03 0 3
vp02 ses15 d 0.6305 l stim63 6 3
vp02 ses15 d 0.7411 l stim55 5 5
vp02 ses15 s 1.237 r stim11 1 1
vp02 ses15 d 0.6367 l stim05 0 5
vp02 ses15 d 0.8178 l stim66 6 6
vp02 ses15 d 0.8072 l stim33 3 3
vp02 ses15 d 0.6784 l stim88 8 8
vp02 ses15 d 0.7439 l stim55 5 5
vp02 ses15 d 0.9466 l stim16 1 6
vp02 ses15 d 1.1775 l stim35 3 5
vp02 ses15 d 0.7063 l stim45 4 5
vp02 ses15 d 1.2055 l stim66 6 6
vp02 ses15 d 0.9378 l stim43 4 3
vp02 ses15 d 0.6019 l stim56 5 6
vp02 ses15 d 0.9598 l stim36 3 6
vp02 ses15 d 0.7439 l stim63 6 3
vp02 ses15 d 0.7628 l stim74 7 4
vp02 ses15 d 0.7263 l stim42 4 2
vp02 ses15 d 0.5295 l stim32 3 2
vp02 ses15 d 0.7492 l stim12 1 2
vp02 ses15 d 0.7517 l stim47 4 7
vp02 ses15 d 0.5209 l stim87 8 7
vp02 ses15 d 0.589 l stim32 3 2
vp02 ses15 d 0.5318 l stim66 6 6
vp02 ses15 d 0.5818 l stim83 8 3
vp02 ses15 d 0.6435 l stim87 8 7
vp02 ses15 d 0.5716 l stim52 5 2
vp02 ses15 d 0.6789 l stim00 0 0
vp02 ses15 d 0.61 l stim15 1 5
vp02 ses15 d 0.5507 l stim65 6 5
vp02 ses15 d 0.6071 l stim13 1 3
vp02 ses15 d 0.4603 l stim11 1 1
vp02 ses15 s 1.1388 r stim31 3 1
vp02 ses15 d 0.9684 l stim12 1 2
vp02 ses15 d 0.5522 l stim27 2 7
vp02 ses15 s 2.4065 r stim64 6 4
vp02 ses15 s 1.0335 r stim34 3 4
vp02 ses15 d 1.4383 l stim54 5 4
vp02 ses15 d 1.2356 l stim01 0 1
vp02 ses15 d 0.8366 l stim64 6 4
vp02 ses15 d 0.7268 l stim13 1 3
vp02 ses15 d 0.562 l stim83 8 3
vp02 ses15 d 0.6678 l stim67 6 7
vp02 ses15 d 0.6815 l stim03 0 3
vp02 ses15 d 0.6452 l stim46 4 6
vp02 ses15 d 1.5052 l stim67 6 7
vp02 ses15 d 1.0258 l stim86 8 6
vp02 ses15 d 0.7419 l stim72 7 2
vp02 ses15 d 0.6131 l stim58 5 8
vp02 ses15 d 0.706 l stim22 2 2
vp02 ses15 d 0.6219 l stim44 4 4
vp02 ses15 d 0.7153 l stim57 5 7
vp02 ses15 d 0.6636 l stim23 2 3
vp02 ses15 d 0.6449 l stim25 2 5
vp02 ses15 d 0.4814 l stim48 4 8
vp02 ses15 d 0.555 l stim63 6 3
vp02 ses15 d 0.475 l stim51 5 1
vp02 ses15 d 0.7498 l stim33 3 3
vp02 ses15 d 1.2788 l stim22 2 2
vp02 ses15 d 1.1328 l stim85 8 5
vp02 ses15 d 1.9437 l stim76 7 6
vp02 ses15 d 1.1562 l stim56 5 6
vp02 ses15 s 0.8303 r stim11 1 1
vp02 ses15 s 1.6708 r stim02 0 2
vp02 ses15 s 2.8663 r stim66 6 6
vp02 ses15 d 0.6596 l stim57 5 7
vp02 ses15 s 0.9564 r stim55 5 5
vp02 ses15 d 0.6705 l stim16 1 6
vp02 ses15 d 0.4928 l stim86 8 6
vp02 ses15 d 0.768 l stim33 3 3
vp02 ses15 d 1.0694 l stim33 3 3
vp02 ses15 d 1.5107 l stim13 1 3
vp02 ses15 s 1.0789 r stim32 3 2
vp02 ses15 d 0.8031 l stim51 5 1
vp02 ses15 d 1.0428 l stim58 5 8
vp02 ses15 d 1.2977 l stim00 0 0
vp02 ses15 d 0.6167 l stim37 3 7
vp02 ses15 d 0.6838 l stim02 0 2
vp02 ses15 d 0.9993 l stim31 3 1
vp02 ses15 d 0.8498 l stim20 2 0
vp02 ses15 d 0.8099 l stim11 1 1
vp02 ses15 d 0.6495 l stim20 2 0
vp02 ses15 d 0.562 l stim51 5 1
vp02 ses15 d 0.9498 l stim01 0 1
vp02 ses15 d 0.7994 l stim03 0 3
vp02 ses15 d 0.5715 l stim40 4 0
vp02 ses15 d 0.5616 l stim55 5 5
vp02 ses15 d 0.9841 l stim23 2 3
vp02 ses15 d 0.8998 l stim00 0 0
vp02 ses15 d 0.9639 l stim57 5 7
vp02 ses15 d 1.246 l stim22 2 2
vp02 ses15 d 0.6819 l stim47 4 7
vp02 ses15 d 0.8758 l stim87 8 7
vp02 ses15 d 1.2549 l stim44 4 4
vp02 ses15 d 0.5734 l stim42 4 2
vp02 ses15 d 0.6293 l stim55 5 5
vp02 ses15 s 1.2904 r stim65 6 5
vp02 ses15 d 1.012 l stim13 1 3
vp02 ses15 d 0.665 l stim55 5 5
vp02 ses15 d 0.4749 l stim73 7 3
vp02 ses15 d 0.6932 l stim68 6 8
vp02 ses15 d 1.0078 l stim33 3 3
vp02 ses15 d 0.8273 l stim88 8 8
vp02 ses15 d 0.8174 l stim13 1 3
vp02 ses15 d 0.7556 l stim86 8 6
vp02 ses15 d 1.0593 l stim43 4 3
vp02 ses15 d 1.1483 l stim86 8 6
vp02 ses15 d 0.5197 l stim22 2 2
vp02 ses15 d 0.7434 l stim02 0 2
vp02 ses15 d 0.7941 l stim67 6 7
vp02 ses15 d 0.6831 l stim24 2 4
vp02 ses15 d 0.6962 l stim44 4 4
vp02 ses15 d 1.2129 l stim10 1 0
vp02 ses15 d 0.8777 l stim02 0 2
vp02 ses15 d 1.122 l stim34 3 4
vp02 ses15 d 0.5162 l stim51 5 1
vp02 ses15 d 0.6687 l stim34 3 4
vp02 ses15 d 0.5642 l stim65 6 5
vp02 ses15 d 0.6882 l stim31 3 1
vp02 ses15 d 0.8342 l stim23 2 3
vp02 ses15 d 1.1107 l stim32 3 2
vp02 ses15 d 0.7182 l stim11 1 1
vp02 ses15 d 0.6425 l stim15 1 5
vp02 ses15 d 0.5729 l stim10 1 0
vp02 ses15 d 0.7951 l stim67 6 7
vp02 ses15 d 0.8671 l stim26 2 6
vp02 ses15 d 0.7287 l stim47 4 7
vp02 ses15 d 0.7616 l stim01 0 1
vp02 ses15 d 1.3936 l stim43 4 3
vp02 ses15 s 0.7108 r stim01 0 1
vp02 ses15 d 1.2935 l stim86 8 6
vp02 ses15 d 1.0982 l stim35 3 5
vp02 ses15 s 1.0715 r stim45 4 5
vp02 ses15 d 1.3626 l stim43 4 3
vp02 ses15 s 1.1215 r stim66 6 6
vp02 ses15 d 1.0148 l stim88 8 8
vp02 ses15 d 1.0831 l stim65 6 5
vp02 ses15 d 0.8128 l stim41 4 1
vp02 ses15 d 1.0212 l stim23 2 3
vp02 ses15 d 0.5391 l stim53 5 3
vp02 ses15 d 0.6949 l stim56 5 6
vp02 ses15 d 0.7773 l stim76 7 6
vp02 ses15 s 1.1134 r stim12 1 2
vp02 ses15 d 0.5723 l stim73 7 3
vp02 ses15 d 0.7303 l stim34 3 4
vp02 ses15 d 0.9483 l stim12 1 2
vp02 ses15 d 0.5798 l stim43 4 3
vp02 ses15 d 0.8866 l stim77 7 7
vp02 ses15 d 0.5638 l stim31 3 1
vp02 ses15 d 0.8028 l stim54 5 4
vp02 ses15 d 0.6272 l stim65 6 5
vp02 ses15 s 1.0703 r stim22 2 2
vp02 ses15 d 0.6677 l stim24 2 4
vp02 ses15 d 0.6011 l stim48 4 8
vp02 ses15 d 0.5605 l stim64 6 4
vp02 ses15 d 0.5473 l stim15 1 5
vp02 ses15 d 0.5885 l stim44 4 4
vp02 ses15 d 1.1461 l stim00 0 0
vp02 ses15 d 0.7907 l stim45 4 5
vp02 ses15 d 0.6765 l stim04 0 4
vp02 ses15 d 2.2575 l stim33 3 3
vp02 ses15 d 0.7686 l stim04 0 4
vp02 ses15 s 1.0288 r stim46 4 6
vp02 ses15 d 1.3512 l stim42 4 2
vp02 ses15 s 1.1775 r stim56 5 6
vp02 ses15 d 1.0756 l stim56 5 6
vp02 ses15 d 0.8329 l stim46 4 6
vp02 ses15 d 1.0729 l stim42 4 2
vp02 ses15 d 0.7983 l stim44 4 4
vp02 ses15 d 1.0039 l stim22 2 2
vp02 ses15 d 0.8876 l stim66 6 6
vp02 ses15 d 0.6331 l stim01 0 1
vp02 ses15 d 1.2277 l stim10 1 0
vp02 ses15 d 0.9612 l stim20 2 0
vp02 ses15 d 0.893 l stim22 2 2
vp02 ses15 d 0.585 l stim51 5 1
vp02 ses15 d 0.8966 l stim57 5 7
vp02 ses15 d 1.009 l stim00 0 0
vp02 ses15 d 0.8264 l stim55 5 5
vp02 ses15 d 0.752 l stim76 7 6
vp02 ses15 d 0.8703 l stim48 4 8
vp02 ses15 d 0.6143 l stim44 4 4
vp02 ses15 s 1.1866 r stim44 4 4
vp02 ses15 s 0.8364 r stim00 0 0
vp02 ses15 d 0.6604 l stim50 5 0
vp02 ses15 d 1.0882 l stim43 4 3
vp02 ses15 d 0.7139 l stim31 3 1
vp02 ses15 d 0.7976 l stim55 5 5
vp02 ses15 d 0.7024 l stim01 0 1
vp02 ses15 s 1.1165 r stim78 7 8
vp02 ses15 d 0.8439 l stim67 6 7
vp02 ses15 d 0.969 l stim88 8 8
vp02 ses15 d 0.5433 l stim71 7 1
vp02 ses15 d 0.7668 l stim41 4 1
vp02 ses15 d 0.7619 l stim31 3 1
vp02 ses15 d 0.614 l stim52 5 2
vp02 ses15 d 0.818 l stim22 2 2
vp02 ses15 d 0.4866 l stim82 8 2
vp02 ses15 d 0.7474 l stim30 3 0
vp02 ses15 d 0.8499 l stim44 4 4
vp02 ses15 d 0.789 l stim46 4 6
vp02 ses15 d 0.6126 l stim54 5 4
vp02 ses15 d 0.7221 l stim23 2 3
vp02 ses15 d 0.7877 l stim65 6 5
vp02 ses15 d 0.7754 l stim54 5 4
vp02 ses15 d 1.0135 l stim10 1 0
vp02 ses15 d 0.7322 l stim32 3 2
vp02 ses15 s 1.3162 r stim64 6 4
vp02 ses15 s 1.0713 r stim53 5 3
vp02 ses15 d 0.796 l stim88 8 8
vp02 ses15 d 0.834 l stim87 8 7
vp02 ses15 s 1.0926 r stim00 0 0
vp02 ses15 d 0.5841 l stim83 8 3
vp02 ses15 s 1.045 r stim00 0 0
vp02 ses15 s 1.1652 r stim78 7 8
vp02 ses15 d 1.2283 l stim65 6 5
vp02 ses15 d 0.754 l stim74 7 4
vp02 ses15 d 0.4713 l stim35 3 5
vp02 ses15 d 1.0309 l stim54 5 4
vp02 ses15 d 0.55 l stim45 4 5
vp02 ses15 d 0.5893 l stim76 7 6
vp02 ses15 d 0.9146 l stim54 5 4
vp02 ses15 d 0.9276 l stim10 1 0
vp03 ses01 s 1.2774 l stim01 0 1
vp03 ses01 d 1.1684 r stim67 6 7
vp03 ses01 d 0.7628 r stim15 1 5
vp03 ses01 s 0.8495 l stim55 5 5
vp03 ses01 d 0.9917 r stim67 6 7
vp03 ses01 s 1.0285 l stim10 1 0
vp03 ses01 s 1.3322 l stim68 6 8
vp03 ses01 s 1.1548 l stim55 5 5
vp03 ses01 d 0.9463 r stim57 5 7
vp03 ses01 d 1.4477 r stim44 4 4
vp03 ses01 s 1.2944 l stim42 4 2
vp03 ses01 d 1.249 r stim31 3 1
vp03 ses01 s 1.3514 l stim66 6 6
vp03 ses01 s 1.1948 l stim44 4 4
vp03 ses01 d 1.0429 r stim88 8 8
vp03 ses01 s 1.1039 l stim13 1 3
vp03 ses01 s 1.6499 l stim66 6 6
vp03 ses01 d 1.2279 r stim42 4 2
vp03 ses01 s 1.1439 l stim21 2 1
vp03 ses01 d 1.3572 r stim22 2 2
vp03 ses01 d 1.2797 r stim24 2 4
vp03 ses01 s 1.5009 l stim11 1 1
vp03 ses01 s 1.1205 l stim33 3 3
vp03 ses01 d 1.7115 r stim32 3 2
vp03 ses01 d 2.0602 r stim41 4 1
vp03 ses01 d 1.0497 r stim23 2 3
vp03 ses01 d 1.1389 r stim77 7 7
vp03 ses01 d 1.4501 r stim72 7 2
vp03 ses01 d 1.599 r stim32 3 2
vp03 ses01 d 0.8544 r stim26 2 6
vp03 ses01 d 1.4175 r stim66 6 6
vp03 ses01 d 0.9837 r stim32 3 2
vp03 ses01 s 1.0181 l stim41 4 1
vp03 ses01 s 1.851 l stim43 4 3
vp03 ses01 d 0.7762 r stim46 4 6
vp03 ses01 d 0.7803 r stim87 8 7
vp03 ses01 d 0.7008 r stim58 5 8
vp03 ses01 d 0.6829 r stim14 1 4
vp03 ses01 d 0.7985 r stim44 4 4
vp03 ses01 d 0.8 r stim35 3 5
vp03 ses01 d 0.8928 r stim58 5 8
vp03 ses01 d 1.0383 r stim33 3 3
vp03 ses01 d 1.4661 r stim66 6 6
vp03 ses01 d 1.3543 r stim84 8 4
vp03 ses01 d 1.2817 r stim55 5 5
vp03 ses01 s 0.912 l stim44 4 4
vp03 ses01 d 0.7751 r stim47 4 7
vp03 ses01 d 0.6951 r stim02 0 2
vp03 ses01 s 0.8946 l stim00 0 0
vp03 ses01 d 1.1057 r stim57 5 7
vp03 ses01 s 1.2326 l stim77 7 7
vp03 ses01 d 1.683 r stim23 2 3
vp03 ses01 d 0.7637 r stim25 2 5
vp03 ses01 s 1.6624 l stim63 6 3
vp03 ses01 d 1.3766 r stim83 8 3
vp03 ses01 d 1.2883 r stim38 3 8
vp03 ses01 d 1.7761 r stim00 0 0
vp03 ses01 s 1.0258 l stim65 6 5
vp03 ses01 d 0.7985 r stim48 4 8
vp03 ses01 s 1.1383 l stim66 6 6
vp03 ses01 s 1.005 l stim21 2 1
vp03 ses01 s 1.1435 l stim32 3 2
vp03 ses01 s 2.3022 l stim12 1 2
vp03 ses01 d 1.1935 r stim32 3 2
vp03 ses01 s 1.3891 l stim43 4 3
vp03 ses01 s 1.0506 l stim11 1 1
vp03 ses01 s 1.4219 l stim46 4 6
vp03 ses01 s 1.3022 l stim30 3 0
vp03 ses01 s 1.6029 l stim40 4 0
vp03 ses01 s 1.3313 l stim65 6 5
vp03 ses01 d 0.9389 r stim25 2 5
vp03 ses01 d 0.6531 r stim25 2 5
vp03 ses01 d 1.1298 r stim00 0 0
vp03 ses01 d 1.225 r stim67 6 7
vp03 ses01 s 1.2093 l stim11 1 1
vp03 ses01 d 0.9284 r stim57 5 7
vp03 ses01 s 1.1287 l stim10 1 0
vp03 ses01 s 2.0884 l stim75 7 5
vp03 ses01 d 0.8768 r stim15 1 5
vp03 ses01 s 1.3891 l stim77 7 7
vp03 ses01 s 1.45 l stim00 0 0
vp03 ses01 d 0.6817 r stim57 5 7
vp03 ses01 d 0.6613 r stim14 1 4
vp03 ses01 d 0.708 r stim01 0 1
vp03 ses01 d 1.1397 r stim55 5 5
vp03 ses01 d 0.9996 r stim86 8 6
vp03 ses01 d 0.7487 r stim03 0 3
vp03 ses01 d 0.7044 r stim03 0 3
vp03 ses01 s 1.1192 l stim56 5 6
vp03 ses01 s 1.3788 l stim33 3 3
vp03 ses01 s 1.378 l stim65 6 5
vp03 ses01 s 0.9065 l stim55 5 5
vp03 ses01 d 1.0175 r stim67 6 7
vp03 ses01 d 0.4767 r stim78 7 8
vp03 ses01 d 0.6191 r stim17 1 7
vp03 ses01 d 0.596 r stim36 3 6
vp03 ses01 s 0.8045 l stim11 1 1
vp03 ses01 d 0.6281 r stim68 6 8
vp03 ses01 s 0.8887 l stim76 7 6
vp03 ses01 s 0.7839 l stim10 1 0
vp03 ses01 d 0.9864 r stim24 2 4
vp03 ses01 s 0.8691 l stim62 6 2
vp03 ses01 d 1.2441 r stim34 3 4
vp03 ses01 s 0.8317 l stim11 1 1
vp03 ses01 s 1.0054 l stim11 1 1
vp03 ses01 s 0.8848 l stim50 5 0
vp03 ses01 s 1.3838 l stim11 1 1
vp03 ses01 d 0.7279 r stim68 6 8
vp03 ses01 d 0.6289 r stim15 1 5
vp03 ses01 s 1.2375 l stim77 7 7
vp03 ses01 d 1.0535 r stim73 7 3
vp03 ses01 d 0.6618 r stim77 7 7
vp03 ses01 s 1.0234 l stim65 6 5
vp03 ses01 d 1.4259 r stim00 0 0
vp03 ses01 d 0.6899 r stim23 2 3
vp03 ses01 d 0.7213 r stim46 4 6
vp03 ses01 d 1.0874 r stim38 3 8
vp03 ses01 d 1.0443 r stim78 7 8
vp03 ses01 s 0.9987 l stim65 6 5
vp03 ses01 d 1.1855 r stim84 8 4
vp03 ses01 d 0.9484 r stim67 6 7
vp03 ses01 s 1.4487 l stim64 6 4
vp03 ses01 s 1.1645 l stim34 3 4
vp03 ses01 d 1.2758 r stim33 3 3
vp03 ses01 s 1.2135 l stim33 3 3
vp03 ses01 s 1.4133 l stim32 3 2
vp03 ses01 s 1.5095 l stim10 1 0
vp03 ses01 d 1.6931 r stim01 0 1
vp03 ses01 d 1.5602 r stim35 3 5
vp03 ses01 s 1.3481 l stim33 3 3
vp03 ses01 s 1.2374 l stim52 5 2
vp03 ses01 d 1.4891 r stim66 6 6
vp03 ses01 s 1.1231 l stim33 3 3
vp03 ses01 s 1.2665 l stim42 4 2
vp03 ses01 d 1.1669 r stim53 5 3
vp03 ses01 s 1.0332 l stim44 4 4
vp03 ses01 d 1.1377 r stim42 4 2
vp03 ses01 d 1.1173 r stim88 8 8
vp03 ses01 d 1.0437 r stim00 0 0
vp03 ses01 d 0.8971 r stim62 6 2
vp03 ses01 s 1.1435 l stim21 2 1
vp03 ses01 d 0.7539 r stim26 2 6
vp03 ses01 d 0.69 r stim66 6 6
vp03 ses01 d 0.8524 r stim12 1 2
vp03 ses01 s 1.1288 l stim87 8 7
vp03 ses01 d 0.654 r stim37 3 7
vp03 ses01 d 0.7191 r stim58 5 8
vp03 ses01 d 0.7817 r stim15 1 5
vp03 ses01 d 0.9387 r stim43 4 3
vp03 ses01 d 1.436 r stim33 3 3
vp03 ses01 d 0.7285 r stim05 0 5
vp03 ses01 s 1.0681 l stim44 4 4
vp03 ses01 d 1.3891 r stim22 2 2
vp03 ses01 d 0.8509 r stim37 3 7
vp03 ses01 s 1.1613 l stim23 2 3
vp03 ses01 s 1.6387 l stim78 7 8
vp03 ses01 d 1.2135 r stim73 7 3
vp03 ses01 d 0.8985 r stim24 2 4
vp03 ses01 d 0.7776 r stim44 4 4
vp03 ses01 s 1.0486 l stim22 2 2
vp03 ses01 s 0.9987 l stim20 2 0
vp03 ses01 d 0.7707 r stim46 4 6
vp03 ses01 s 1.2073 l stim64 6 4
vp03 ses01 s 1.205 l stim66 6 6
vp03 ses01 s 1.1329 l stim61 6 1
vp03 ses01 s 0.8918 l stim20 2 0
vp03 ses01 d 1.0561 r stim57 5 7
vp03 ses01 d 0.7122 r stim25 2 5
vp03 ses01 d 0.7949 r stim22 2 2
vp03 ses01 d 0.7147 r stim23 2 3
vp03 ses01 s 1.1989 l stim22 2 2
vp03 ses01 s 1.3632 l stim22 2 2
vp03 ses01 d 0.7563 r stim35 3 5
vp03 ses01 d 0.5566 r stim46 4 6
vp03 ses01 d 1.1308 r stim13 1 3
vp03 ses01 s 1.207 l stim34 3 4
vp03 ses01 s 0.9055 l stim20 2 0
vp03 ses01 d 0.7485 r stim02 0 2
vp03 ses01 s 0.9686 l stim11 1 1
vp03 ses01 d 1.3014 r stim00 0 0
vp03 ses01 d 1.4333 r stim74 7 4
vp03 ses01 s 0.9013 l stim66 6 6
vp03 ses01 d 1.0786 r stim31 3 1
vp03 ses01 s 1.2695 l stim66 6 6
vp03 ses01 s 1.4558 l stim34 3 4
vp03 ses01 s 1.204 l stim13 1 3
vp03 ses01 d 0.7675 r stim67 6 7
vp03 ses01 d 1.2548 r stim25 2 5
vp03 ses01 s 0.741 l stim32 3 2
vp03 ses01 d 1.2069 r stim11 1 1
vp03 ses01 d 1.0193 r stim82 8 2
vp03 ses01 d 0.8913 r stim61 6 1
vp03 ses01 s 1.2686 l stim77 7 7
vp03 ses01 s 1.3206 l stim54 5 4
vp03 ses01 d 1.1432 r stim54 5 4
vp03 ses01 s 1.7595 l stim67 6 7
vp03 ses01 s 1.2618 l stim55 5 5
vp03 ses01 s 0.9825 l stim11 1 1
vp03 ses01 s 1.1166 l stim33 3 3
vp03 ses01 d 1.3078 r stim35 3 5
vp03 ses01 s 0.9988 l stim54 5 4
vp03 ses01 d 1.3492 r stim88 8 8
vp03 ses01 s 1.1595 l stim21 2 1
vp03 ses01 d 0.9016 r stim37 3 7
vp03 ses01 s 0.8657 l stim20 2 0
vp03 ses01 d 1.1405 r stim62 6 2
vp03 ses01 d 1.2184 r stim56 5 6
vp03 ses01 s 1.6341 l stim84 8 4
vp03 ses01 s 1.095 l stim54 5 4
vp03 ses01 s 1.004 l stim00 0 0
vp03 ses01 s 0.9956 l stim02 0 2
vp03 ses01 s 0.8507 l stim22 2 2
vp03 ses01 s 0.9589 l stim22 2 2
vp03 ses01 s 1.591 l stim77 7 7
vp03 ses01 s 0.9824 l stim87 8 7
vp03 ses01 d 1.1645 r stim84 8 4
vp03 ses01 s 1.1286 l stim32 3 2
vp03 ses01 s 1.5221 l stim01 0 1
vp03 ses01 d 0.6394 r stim04 0 4
vp03 ses01 s 1.1509 l stim65 6 5
vp03 ses01 d 0.7642 r stim88 8 8
vp03 ses01 d 0.9005 r stim62 6 2
vp03 ses01 d 1.0955 r stim44 4 4
vp03 ses01 s 1.418 l stim66 6 6
vp03 ses01 s 1.0492 l stim42 4 2
vp03 ses01 d 0.913 r stim24 2 4
vp03 ses01 d 0.713 r stim56 5 6
vp03 ses01 d 0.6955 r stim68 6 8
vp03 ses01 d 1.2442 r stim44 4 4
vp03 ses01 d 0.8775 r stim88 8 8
vp03 ses01 s 1.3056 l stim83 8 3
vp03 ses01 d 1.2446 r stim32 3 2
vp03 ses01 s 0.9296 l stim40 4 0
vp03 ses01 d 1.3238 r stim30 3 0
vp03 ses01 s 1.6166 l stim65 6 5
vp03 ses01 s 2.0259 l stim41 4 1
vp03 ses01 d 0.6461 r stim77 7 7
vp03 ses01 d 1.4389 r stim54 5 4
vp03 ses01 d 1.1873 r stim84 8 4
vp03 ses01 d 0.7522 r stim78 7 8
vp03 ses01 d 1.084 r stim64 6 4
vp03 ses01 d 0.6111 r stim03 0 3
vp03 ses01 s 0.9368 l stim54 5 4
vp03 ses01 d 0.6842 r stim65 6 5
vp03 ses01 s 1.0136 l stim44 4 4
vp03 ses01 s 1.6172 l stim32 3 2
vp03 ses01 s 1.3768 l stim00 0 0
vp03 ses01 s 1.3709 l stim75 7 5
vp03 ses01 s 1.4948 l stim77 7 7
vp03 ses01 d 0.9139 r stim76 7 6
vp03 ses01 d 1.3274 r stim02 0 2
vp03 ses01 s 1.0675 l stim53 5 3
vp03 ses01 s 1.1713 l stim00 0 0
vp03 ses01 d 1.0693 r stim43 4 3
vp03 ses01 d 0.8585 r stim88 8 8
vp03 ses01 s 1.1043 l stim44 4 4
vp03 ses01 d 1.3323 r stim73 7 3
vp03 ses01 d 1.0896 r stim35 3 5
vp03 ses01 d 0.8292 r stim35 3 5
vp03 ses01 d 1.07 r stim87 8 7
vp03 ses01 d 1.494 r stim75 7 5
vp03 ses01 d 0.828 r stim36 3 6
vp03 ses01 d 1.3838 r stim75 7 5
vp03 ses01 d 1.2293 r stim47 4 7
vp03 ses01 s 1.5942 l stim51 5 1
vp03 ses01 d 1.1539 r stim68 6 8
vp03 ses01 s 1.0646 l stim74 7 4
vp03 ses01 d 0.9046 r stim47 4 7
vp03 ses01 s 1.0993 l stim86 8 6
vp03 ses01 d 0.7915 r stim88 8 8
vp03 ses01 s 1.23 l stim43 4 3
vp03 ses01 s 0.9658 l stim62 6 2
vp03 ses01 s 0.9819 l stim11 1 1
vp03 ses01 s 1.3001 l stim77 7 7
vp03 ses01 d 1.3213 r stim88 8 8
vp03 ses01 d 0.995 r stim47 4 7
vp03 ses01 s 0.9782 l stim88 8 8
vp03 ses01 s 1.1122 l stim35 3 5
vp03 ses01 s 1.9726 l stim03 0 3
vp03 ses01 s 1.3208 l stim00 0 0
vp03 ses01 d 1.0764 r stim46 4 6
vp03 ses01 d 1.0176 r stim86 8 6
vp03 ses01 s 0.9704 l stim21 2 1
vp03 ses01 s 1.2197 l stim53 5 3
vp03 ses01 s 1.5851 l stim00 0 0
vp03 ses01 s 0.7445 l stim30 3 0
vp03 ses01 d 1.1287 r stim00 0 0
vp03 ses01 d 1.1224 r stim00 0 0
vp03 ses01 d 0.917 r stim24 2 4
vp03 ses01 d 0.8964 r stim50 5 0
vp03 ses01 d 1.0727 r stim11 1 1
vp03 ses01 s 1.0132 l stim53 5 3
vp03 ses01 s 0.9825 l stim00 0 0
vp03 ses01 d 0.9341 r stim67 6 7
vp03 ses01 d 0.7945 r stim45 4 5
vp03 ses01 d 0.62 r stim56 5 6
vp03 ses01 s 1.0796 l stim20 2 0
vp03 ses01 s 1.4029 l stim63 6 3
vp03 ses01 d 0.7631 r stim77 7 7
vp03 ses01 d 1.167 r stim10 1 0
vp03 ses01 d 0.9719 r stim21 2 1
vp03 ses01 d 0.6923 r stim23 2 3
vp03 ses01 d 0.7548 r stim65 6 5
vp03 ses01 d 0.8573 r stim45 4 5
vp03 ses01 d 0.5649 r stim38 3 8
vp03 ses01 d 0.6898 r stim77 7 7
