resp RT id s1 s2 phi1 phi2
s 1.2998 vp01 7.5 8.3 2.49728737549 3.34131800215
d 0.947 vp01 6.7 6.7 3.41607431851 5.50042759066
s 0.6984 vp01 8.3 8.3 2.5408490687 2.26613393658
d 0.62 vp01 7.9 7.9 0.176383904281 5.11304960625
d 1.0517 vp01 7.1 6.7 3.58391235111 1.44660019541
s 0.6197 vp01 9.1 8.7 2.8879682896 5.03543612047
s 0.8115 vp01 6.7 6.7 1.68881774046 1.95004642895
d 1.0278 vp01 7.9 6.7 4.28137853995 1.42750448136
d 1.1392 vp01 8.3 7.5 5.48590765639 4.50904121049
d 1.8601 vp01 7.9 7.1 4.18376366492 0.762422200127
s 1.3798 vp01 9.1 9.1 4.22003627222 0.504081738414
s 1.3068 vp01 6.7 6.7 1.48977746172 4.54272427062
d 1.3159 vp01 7.1 7.5 1.38460761592 1.76900061811
s 1.0149 vp01 9.1 9.1 0.592533812657 0.494982710928
s 0.9241 vp01 8.7 9.1 2.01155114767 5.39215246659
s 1.0521 vp01 6.7 5.9 4.50175951199 5.90512542151
s 0.6102 vp01 8.3 8.7 1.80564378827 0.728963853648
s 0.8116 vp01 7.9 8.3 0.705936239087 0.0705459650876
d 0.2518 vp01 6.3 8.3 1.65281712226 0.840015876882
d 1.7079 vp01 8.7 7.5 0.0278622997294 0.628775497409
s 0.5077 vp01 7.1 6.3 0.644323389481 0.0748658197809
d 0.6676 vp01 5.9 6.3 4.59333553665 0.749487521819
d 0.7553 vp01 5.9 5.9 5.6941614806 4.66776751834
d 0.6844 vp01 8.3 6.7 4.50600957339 0.418019530811
d 2.0117 vp01 7.1 8.3 1.80612709069 4.08700292703
s 0.6356 vp01 6.3 5.9 5.11547233505 4.99939209471
s 0.8687 vp01 7.9 8.3 4.00398224064 3.75586621238
d 0.4995 vp01 7.1 7.9 2.98623480317 0.97456425678
d 1.129 vp01 8.3 7.5 1.76935075456 3.79695505369
s 0.6439 vp01 6.3 5.9 2.5967498716 5.39661569835
s 1.3871 vp01 7.5 7.1 0.439775053902 2.74362212466
d 0.3723 vp01 7.1 8.3 0.781148328239 5.54506302292
d 0.6438 vp01 7.5 7.9 5.6281225564 1.65234811023
d 1.1553 vp01 7.5 7.5 1.9614415259 3.81158743839
d 1.0278 vp01 5.9 6.7 4.0558317464 5.69212920509
s 0.8992 vp01 7.9 8.3 3.22497814618 3.34990467358
d 1.1716 vp01 7.9 7.5 5.46788751083 4.90794617343
s 1.2517 vp01 7.9 7.9 4.26998578445 4.00509385987
d 0.7788 vp01 7.9 8.3 4.80272071694 4.65124947564
s 1.3236 vp01 9.1 8.7 0.273188117945 6.15147525372
s 0.7801 vp01 5.9 5.9 1.49791619363 3.49418019486
s 0.6355 vp01 8.7 9.1 1.53460519704 5.66113065308
d 0.4757 vp01 9.1 7.9 2.6145365943 1.22364088585
d 0.8941 vp01 6.3 7.9 1.58066799144 0.338298047433
s 1.8186 vp01 7.9 7.9 0.873084334694 0.217896033295
d 1.557 vp01 8.7 8.3 4.21783539592 2.03217697163
s 1.2031 vp01 5.9 6.7 2.12234993079 5.83810572875
d 1.0599 vp01 7.1 7.5 3.49721904525 2.39438854259
d 0.3641 vp01 6.3 8.7 3.50532879697 1.88247401914
s 1.0348 vp01 8.7 9.1 2.55240729101 3.17609135818
d 0.7071 vp01 7.9 7.1 0.796744603666 2.99936114944
s 1.1629 vp01 7.5 6.7 4.45746794535 1.52086651676
s 1.132 vp01 9.1 9.1 2.34333169562 0.213223187421
s 1.8999 vp01 6.7 6.7 4.23244843736 3.98221036345
d 1.2683 vp01 8.7 7.9 0.445792682323 2.47836704917
s 0.7875 vp01 7.1 7.1 2.96178035498 3.54965467649
d 0.6122 vp01 9.1 9.1 3.4978234638 0.272085116283
s 0.9638 vp01 9.1 8.7 1.73551842636 4.023601421
s 1.3242 vp01 8.3 9.1 1.88856873553 2.57470719683
s 0.7876 vp01 6.7 7.1 3.94114792172 2.38984080971
d 0.8843 vp01 7.9 6.7 4.74853539897 1.64210138679
d 1.6115 vp01 7.9 7.9 0.323885358949 4.90679083743
s 1.1239 vp01 6.7 7.5 1.33305421117 3.82113377998
d 0.7558 vp01 6.7 7.9 2.70103575529 3.70921027462
d 0.8036 vp01 7.1 5.9 5.06182109041 5.28885094159
d 0.7798 vp01 7.9 7.5 4.00876483272 1.21554164551
s 0.804 vp01 7.1 6.7 4.63651220396 1.81662450922
d 1.4205 vp01 6.3 7.5 5.41128169846 1.8325986613
d 2.5723 vp01 7.9 8.3 1.04651663008 3.33414883005
s 1.8438 vp01 8.3 8.3 4.47934122635 0.140295189715
s 0.9318 vp01 8.3 8.7 4.73577168484 6.0199928552
s 1.0758 vp01 6.7 5.9 5.04458321922 0.0224396926554
s 0.7236 vp01 6.7 6.3 2.3737445214 6.02554719216
s 0.7262 vp01 6.3 6.3 3.60221544086 0.249284878994
d 0.7717 vp01 8.3 8.3 4.30210681209 0.204624440491
d 1.0512 vp01 5.9 6.7 4.89759346634 2.47165277984
d 2.1311 vp01 7.5 7.5 0.463526655627 1.59356811371
d 1.3799 vp01 8.7 6.7 4.23302098772 1.25617795819
s 0.5481 vp01 9.1 9.1 4.03597038485 3.45946588413
s 0.9399 vp01 6.7 6.3 2.85462174923 5.20161909621
d 1.8343 vp01 6.7 7.5 1.64588728138 5.37942499425
d 0.8512 vp01 8.7 7.5 5.61719283416 4.50062612821
d 0.7954 vp01 8.7 7.5 2.32846380444 0.71053244044
d 1.2203 vp01 7.9 7.5 1.85561212374 0.0349523928633
s 1.2594 vp01 7.5 6.7 1.45657011113 0.369583185323
s 0.8514 vp01 7.5 7.9 0.789530786923 6.03888245103
d 0.7156 vp01 8.3 6.7 1.48532471435 3.57172072724
d 1.0198 vp01 8.7 7.9 2.57064762975 0.884374261088
s 0.7435 vp01 6.3 6.3 5.3196221408 6.2688787741
d 0.9159 vp01 7.5 7.1 3.19291331023 4.83046159885
d 0.8359 vp01 8.3 7.9 5.58043264701 5.4027899543
s 1.2596 vp01 8.7 8.3 0.86071177301 6.08934741823
s 1.0999 vp01 6.7 7.1 2.42626471691 4.81537040324
d 0.4359 vp01 7.9 7.1 2.97495624725 5.59923595759
s 0.7481 vp01 8.3 7.9 3.91539572371 3.98147787985
d 1.2677 vp01 5.9 7.5 4.27924606539 3.47946401506
s 1.5 vp01 6.7 7.1 3.16684666551 2.93035553325
s 0.6599 vp01 8.3 8.3 3.9535061504 5.28544721264
d 0.9636 vp01 6.7 6.7 1.33219985588 3.96242632081
s 1.2755 vp01 6.3 5.9 2.6150830135 3.05644039753
s 0.9238 vp01 6.7 6.7 2.14317044474 3.50804436287
s 0.796 vp01 8.3 8.7 0.592477906606 4.86180636542
d 0.98 vp01 6.7 7.5 3.52587661851 0.15288950724
d 0.6808 vp01 7.5 6.3 5.3650394047 2.63334513197
d 0.7002 vp01 8.7 6.7 2.56364662764 2.89433349516
d 0.7397 vp01 7.5 8.7 4.08101832452 1.00286380866
s 0.9804 vp01 5.9 5.9 3.58429789255 3.14328789005
s 0.7317 vp01 8.3 9.1 4.04037309267 2.93049861191
d 0.764 vp01 7.5 7.1 3.90179461803 6.09483835509
s 0.9161 vp01 8.3 8.3 3.99315606704 4.71145991298
d 0.596 vp01 8.3 7.5 0.946598634809 4.13459034302
d 0.8272 vp01 7.1 7.1 0.676778607186 2.10014467174
s 1.2028 vp01 6.3 7.1 3.15050176541 3.59707949139
s 1.6034 vp01 8.7 9.1 3.44329712104 2.75413754207
s 0.7637 vp01 7.5 7.1 3.52576475631 4.73537737638
s 0.6999 vp01 9.1 9.1 4.53200524018 3.23093493041
d 0.5234 vp01 8.3 7.9 4.10189063377 5.29380099819
d 0.8359 vp01 7.5 7.1 0.0465967629734 5.63020142101
d 0.8557 vp01 7.9 7.1 0.336277282452 5.54946658761
s 1.316 vp01 5.9 7.5 0.11579198511 4.63587029323
s 1.2344 vp01 6.3 7.5 4.18404685535 3.35317233835
d 0.9558 vp01 8.7 8.7 1.25127321895 2.41621466289
d 0.7153 vp01 7.5 7.1 1.61646236177 4.84594823007
d 0.6757 vp01 7.1 7.5 2.29180732697 2.4914787856
s 0.8517 vp01 7.9 8.3 2.02245647615 2.99048129132
d 1.0197 vp01 5.9 7.1 4.67321441173 1.15783190273
d 0.5951 vp01 7.1 8.3 5.50076366213 5.38019651507
d 0.9471 vp01 7.5 5.9 5.8306974517 0.572480910211
d 0.7158 vp01 7.1 8.7 0.377925516947 2.74803521938
s 1.0439 vp01 6.3 6.7 4.6693471843 1.7481339401
d 0.5397 vp01 6.7 9.1 3.06667394298 5.96245821115
s 0.8515 vp01 6.3 5.9 1.03435031437 0.786039715107
s 1.0117 vp01 5.9 5.9 3.57412359511 1.54770302592
d 0.9584 vp01 7.5 8.7 3.26990834258 6.20325565559
s 0.7959 vp01 6.7 6.3 5.36008346933 2.79603071948
d 0.484 vp01 7.9 6.7 1.40739820396 4.10747600297
d 0.3554 vp01 8.3 6.7 5.75621735186 2.2194312001
s 0.6517 vp01 5.9 5.9 3.86258613847 2.28513683604
d 0.4843 vp01 6.7 7.5 4.83676728051 2.31181115383
d 0.9717 vp01 6.7 6.7 3.7499627898 6.05097565859
d 0.9639 vp01 6.7 6.3 0.960489311528 5.47229862487
d 0.8668 vp01 6.7 5.9 4.9137781403 3.50096704972
d 0.4344 vp01 7.1 9.1 1.85304824409 5.86755376988
d 0.6837 vp01 7.9 7.5 1.91237449167 4.18212535423
s 0.452 vp01 6.7 5.9 2.77207653363 1.98187466052
d 0.4437 vp01 6.3 7.5 3.36906097659 6.19271041446
s 1.3 vp01 6.7 6.7 4.16289524071 1.76953652079
d 0.6351 vp01 5.9 5.9 5.77853250214 3.79103898348
s 1.1415 vp01 7.5 8.3 2.33107438504 5.89563752908
s 0.6916 vp01 7.9 7.5 6.19853395625 0.818557405754
s 0.4592 vp01 9.1 9.1 1.69667878076 0.0116152860467
d 0.3389 vp01 7.5 9.1 1.09371809129 6.27187606061
s 1.0359 vp01 8.7 8.7 2.62886240584 5.96325207339
d 0.4356 vp01 7.5 7.9 4.46909595852 1.13221437693
d 0.7159 vp01 6.3 7.9 6.08388651503 5.27651869137
d 0.9718 vp01 7.9 5.9 3.52076682523 5.83301084941
d 0.979 vp01 8.3 7.1 3.81249765197 5.87753660529
s 0.7482 vp01 6.7 5.9 4.22760930504 5.7987116562
s 0.8201 vp01 5.9 5.9 3.15280308329 3.85853045913
d 0.7635 vp01 7.9 6.3 0.640095738393 5.42653497957
d 1.6276 vp01 8.7 7.9 1.01230237408 5.00100206134
d 1.2354 vp01 7.9 8.3 1.47392509062 4.57871217445
s 1.077 vp01 8.3 7.5 4.44519830143 5.88129532125
s 1.357 vp01 7.5 7.5 5.64848933478 0.200698255359
d 0.4512 vp01 8.7 7.5 1.80584371651 5.12664499834
d 0.8601 vp01 7.9 9.1 2.46645758055 1.86605874073
s 0.5476 vp01 7.1 6.7 1.3940279123 1.69248221167
s 0.5314 vp01 6.3 6.3 4.5832080584 6.15015045544
s 1.22 vp01 8.3 8.7 5.39536264607 0.970827037615
d 0.7722 vp01 7.5 7.5 1.37865332011 3.83044973513
d 0.4915 vp01 6.7 7.1 5.58511136147 0.373311276614
d 0.5952 vp01 7.5 6.3 5.90081539321 1.88956979778
d 1.6122 vp01 7.9 7.9 2.31735955128 4.09907920654
s 1.2838 vp01 5.9 7.5 1.21336145823 4.55447744504
d 0.5377 vp01 7.5 6.7 1.70095627727 5.18718790082
s 0.7841 vp01 7.5 7.5 1.9212308802 1.98811275825
s 1.2053 vp01 8.3 7.9 3.74728663918 3.65233373011
d 0.7529 vp01 6.7 6.3 5.00000304213 2.14530951998
d 0.5629 vp01 7.5 6.7 2.80468829111 4.67367364033
d 0.6109 vp01 7.9 9.1 0.987543534393 1.02059180761
d 0.8348 vp01 5.9 5.9 0.453416342296 3.01255971352
s 1.2267 vp01 7.9 8.3 3.46502907559 3.68725078582
s 1.2899 vp01 9.1 8.7 0.66577954829 3.32065840583
d 1.1508 vp01 8.3 7.5 3.18438557274 4.08569965431
d 0.7075 vp01 8.3 6.7 4.59982655387 1.56349012555
d 1.3076 vp01 8.3 7.1 1.91868799259 6.06392853168
d 0.5066 vp01 7.5 5.9 6.24393372186 4.37596314123
s 1.0108 vp01 6.3 7.1 1.68729828546 4.89398982727
d 1.0596 vp01 7.9 7.9 3.42901378294 5.45184151224
s 0.8119 vp01 6.3 6.7 0.107721529655 3.4986930434
d 0.6193 vp01 6.3 7.9 1.46082809553 4.40300144346
s 0.8831 vp01 6.7 6.7 1.22875537088 0.69658490892
d 0.8265 vp01 7.5 8.3 5.78214810842 5.21133033467
s 1.2433 vp01 7.9 8.3 0.379617339554 2.61517950754
s 0.8196 vp01 9.1 9.1 5.99078722178 0.682147217762
s 0.9707 vp01 7.9 7.9 4.86148627665 1.80832329043
s 0.8585 vp01 6.7 7.1 0.941067925313 5.21116491429
s 1.923 vp01 7.1 7.1 2.43216135103 1.02468067098
s 1.34 vp01 8.3 8.3 3.42242935524 3.17859176755
s 1.3558 vp01 7.9 7.9 4.93397600069 3.44130344136
d 0.4283 vp01 6.7 7.5 4.69329849677 1.4320027382
s 1.1394 vp01 7.9 7.5 5.58220306296 0.968657041881
s 1.6115 vp01 7.9 7.9 2.45578575414 4.98763568793
s 1.108 vp01 6.7 7.1 4.88430493506 4.33656570029
d 0.469 vp01 7.9 7.1 6.10581245284 0.150885807811
d 0.594 vp01 7.9 6.3 6.09383451677 0.65748563645
s 0.8602 vp01 5.9 5.9 5.07069224405 1.35206449985
d 1.1546 vp01 6.3 6.3 0.922401035083 1.25917521584
d 0.9721 vp01 8.3 7.9 1.70136635104 3.80421275838
s 1.0846 vp01 6.3 6.3 4.41214178638 0.442193014705
d 0.4592 vp01 8.7 6.7 5.55137193289 5.98259005511
d 0.5721 vp01 7.9 7.1 0.794831153702 1.30104434504
s 2.1715 vp01 6.3 6.3 3.58261602611 2.85318832656
s 1.1394 vp01 6.7 6.7 0.948500189216 0.0755052378712
d 1.2196 vp01 7.1 7.1 1.32703024758 2.04057022266
d 2.1389 vp01 7.5 7.9 3.4793075989 0.132527733656
s 1.3239 vp01 5.9 6.3 2.00453117078 3.05982472361
s 1.5395 vp01 7.1 5.9 4.22038890663 1.22346682891
s 0.9162 vp01 7.9 7.9 4.47309869732 5.26063094796
s 1.1512 vp01 6.7 6.7 1.61595568653 3.4954464454
d 0.7475 vp01 8.7 8.7 2.44701300872 0.0698092694379
s 1.4524 vp01 5.9 6.3 1.7934462688 1.23321604694
d 0.604 vp01 9.1 6.7 4.80146136541 5.23122264445
d 1.4762 vp01 9.1 7.1 4.16770901666 1.56703291805
d 1.4676 vp01 7.5 6.3 3.85267056141 2.7536236313
d 0.6515 vp01 7.5 7.9 3.17363571395 4.06945350774
s 0.7841 vp01 8.7 8.7 3.80452333277 3.53011440534
s 1.3948 vp01 7.9 7.9 1.20853685432 1.73637579575
d 0.4041 vp01 7.9 6.7 5.75390369741 3.68640955327
d 0.9857 vp01 6.7 7.1 5.91176854245 0.711446415722
s 0.9866 vp01 9.1 9.1 0.301362697444 4.85843876143
s 1.0966 vp01 9.1 8.7 4.29189141044 5.84566749562
d 0.7797 vp01 6.7 7.5 2.91237791367 1.73191214616
s 0.9154 vp01 8.7 9.1 3.74722473732 2.52327506494
d 1.5476 vp01 7.5 7.1 0.789299065315 3.65033708122
d 0.4436 vp01 9.1 8.3 0.406481416432 5.12265151543
s 0.8451 vp01 7.9 7.9 5.14382147392 0.272944009962
s 1.0362 vp01 7.1 7.1 5.41638048588 0.252455997241
d 1.2197 vp01 7.9 8.3 5.13894640072 1.99164625189
s 1.1158 vp01 8.3 8.7 4.40863811544 4.26762656616
d 0.8356 vp01 7.9 8.3 4.10154420093 3.55713420666
d 0.6674 vp01 7.5 7.9 4.64779796579 5.32584278007
d 0.8202 vp01 7.1 7.5 1.01361281661 5.12966716569
s 1.1317 vp01 6.7 6.3 5.0123439969 0.116348880061
d 0.4597 vp01 7.1 8.3 5.28267634427 1.26407526471
d 1.2116 vp01 9.1 7.5 2.38768648652 0.0308414076596
s 0.8274 vp01 8.3 8.3 2.09550323303 6.04308157875
d 0.5562 vp01 7.9 9.1 5.7403404544 0.345950982348
d 1.6513 vp01 7.1 7.1 2.65418611299 6.17413122831
s 0.9748 vp01 7.1 7.1 0.803114411176 1.60350723246
s 1.0279 vp01 6.7 7.1 4.25888266431 0.920820192282
d 1.2672 vp01 9.1 9.1 2.29635326329 1.13796752028
s 1.0996 vp01 8.3 8.3 5.59567846371 1.17647262144
d 0.6836 vp01 7.1 7.5 2.92946736739 0.0474782598613
d 0.9481 vp01 6.7 5.9 1.86309209059 0.480056850793
d 1.4676 vp01 7.1 7.1 2.89900554461 3.24362005314
s 1.9237 vp01 7.1 7.1 0.619592791848 4.9322162729
d 1.0035 vp01 7.9 6.7 4.6323619891 6.12782189564
d 1.7235 vp01 7.1 5.9 3.9073494741 0.541682564811
d 0.5164 vp01 8.3 6.7 5.19501929133 3.39333021789
s 1.036 vp01 9.1 8.3 4.20082593276 2.83387372348
s 1.1325 vp01 8.3 8.3 1.36152632942 2.20031748944
d 0.5705 vp01 6.3 7.5 2.26975426965 1.11706135293
d 1.1961 vp01 7.5 7.5 1.21929433904 0.222730510693
d 2.4688 vp01 7.5 7.9 1.33944028696 5.70055035012
d 1.7087 vp01 7.1 7.1 1.66828971589 6.22269673623
d 1.3397 vp01 6.7 6.7 2.25461707346 5.07905611586
d 0.3715 vp01 8.3 5.9 4.83345160731 1.89488733758
d 0.6198 vp01 7.5 8.7 1.42787938445 3.45134862937
d 0.4678 vp01 7.9 7.5 6.15552082487 2.64157204868
s 0.8841 vp01 8.3 8.3 2.89407744681 4.35484077023
d 0.6371 vp01 6.3 7.5 6.04021678434 1.04778134007
d 0.8612 vp01 6.3 6.3 1.75398405486 3.06486870404
s 0.8366 vp01 7.9 7.9 4.26252578468 2.74734357212
s 0.8665 vp01 7.1 6.7 4.28575120192 0.0780472426057
d 0.6121 vp01 8.7 7.5 1.94118911498 1.79997369231
s 0.6436 vp01 5.9 6.3 5.00895975762 4.20668450014
s 1.6998 vp01 7.1 5.9 3.23337156658 3.58920906269
d 0.2115 vp01 5.9 8.3 3.91693380688 0.355389674351
d 0.616 vp01 8.7 6.3 3.70184225457 3.44027976099
d 1.0192 vp01 7.9 7.1 4.01522319034 3.81520821941
d 0.5078 vp01 7.1 6.7 3.12585038826 0.675169326043
d 1.1958 vp01 8.3 8.3 5.48003501277 1.80676668002
d 0.6512 vp01 9.1 7.5 4.55749948811 4.77728916402
d 0.9957 vp01 7.9 5.9 0.0366059242227 3.33970531816
s 0.5394 vp01 6.7 5.9 3.31450091099 1.87485979325
d 0.9002 vp01 8.3 8.7 5.0924916717 6.16701245978
s 0.5715 vp01 7.5 7.5 3.12417332767 2.94740640835
s 1.1069 vp01 8.3 8.3 1.61728497883 4.73749479338
d 1.1394 vp01 8.7 9.1 4.96341328536 4.19387316677
s 1.1316 vp01 8.3 8.7 1.10468658717 0.868681284512
d 0.3477 vp01 8.3 6.3 5.49987612383 0.264636495696
s 0.8999 vp01 7.5 7.5 5.65515455018 5.34040294903
s 0.9403 vp01 8.7 9.1 0.301350214875 3.75449068857
s 0.7275 vp01 6.7 6.3 2.32017484254 4.2126470359
s 0.9958 vp01 5.9 7.1 0.204312910519 1.31955211273
s 0.7557 vp01 8.7 8.7 5.37472585313 4.41310085934
d 1.1476 vp01 6.3 6.3 1.36194051362 4.57713676633
d 0.3878 vp01 9.1 7.1 2.53035512435 0.239894475146
s 0.7718 vp01 7.1 7.1 1.60699460351 1.91058460369
d 1.0273 vp01 7.5 8.7 5.67317628977 1.90583194169
d 0.8278 vp01 9.1 8.3 2.20404216057 3.26479254819
d 0.5956 vp01 9.1 7.5 4.59235176406 3.33704893669
d 1.1546 vp01 8.3 7.9 5.13055635488 4.59986704126
s 0.6041 vp01 7.1 6.7 0.619924271479 1.47647971515
s 1.6744 vp01 7.5 7.5 1.21312758335 4.59127019041
d 1.1075 vp01 8.7 8.3 4.41390164443 0.132388015885
s 0.5549 vp01 5.9 6.3 3.14478689613 0.69976627467
d 0.6039 vp01 6.3 7.5 5.53912184068 2.84447343645
s 1.3888 vp01 6.7 5.9 4.00214657111 0.72314773428
s 1.4679 vp01 8.7 8.7 6.14974447941 1.18308710874
s 1.284 vp01 7.1 6.3 2.6450323325 1.91602283132
s 1.0197 vp01 6.7 6.7 1.93450116038 1.04037590421
d 1.076 vp01 7.1 6.7 2.05617253599 6.27284528563
d 0.4605 vp01 7.9 6.7 2.39494682107 6.15250520466
d 0.6524 vp01 7.5 8.7 1.38259493894 2.85696278593
s 0.628 vp01 8.7 9.1 5.17065475181 2.60924006713
s 0.5638 vp01 7.1 7.1 5.73710356432 4.83652335063
d 0.5231 vp01 7.1 9.1 1.05993257892 1.36540147939
d 0.7554 vp01 7.9 8.7 1.31184964333 4.77048476356
d 0.5954 vp01 7.1 5.9 0.335473694697 4.67341631286
d 1.5157 vp01 7.9 7.5 4.59521185214 3.10305882605
d 0.4118 vp01 8.7 7.1 2.97673637773 4.02852162771
d 0.4435 vp01 9.1 7.5 0.793936981114 0.233214937435
d 1.0458 vp01 6.7 5.9 1.529487385 0.725280991659
d 0.3878 vp01 7.9 5.9 3.13013951364 5.76057739538
s 0.4909 vp01 7.9 7.9 4.80682231554 5.50258843991
d 0.9794 vp01 6.3 5.9 4.70516075364 2.67114585522
s 0.644 vp01 6.7 6.7 3.95046781759 4.04283085372
s 1.1642 vp01 8.3 7.9 1.50892186114 1.65428691248
d 1.74 vp01 6.7 6.7 1.13489800973 2.54970319035
d 0.8275 vp01 7.1 5.9 1.8950437214 2.83999562759
s 0.9802 vp01 6.7 6.7 0.290886283749 0.54382600614
s 0.7796 vp01 7.5 7.5 2.5759627958 4.61387573148
d 1.067 vp01 8.7 7.1 0.825198572781 3.3639886234
s 1.4345 vp01 6.7 7.1 1.76146342411 4.7593255736
d 0.6358 vp01 8.3 5.9 5.37093213145 1.59810692563
d 2.6278 vp01 8.7 8.3 3.09487802704 5.76882315137
s 0.9557 vp01 7.1 6.3 4.27495629001 0.639944169329
d 0.5558 vp01 8.3 7.1 0.105041439071 1.45477524135
s 0.532 vp01 5.9 5.9 4.45763279028 4.28173840191
s 1.1315 vp01 7.1 5.9 2.24902304477 2.36730846686
d 0.8915 vp01 8.7 8.7 5.17070797535 1.84182388472
s 2.5887 vp01 6.7 6.7 0.870371199345 3.71258335798
s 0.5558 vp01 7.1 7.1 1.66460149616 2.6458988849
d 0.4838 vp01 8.7 7.5 1.06469631404 4.05483562611
s 1.0123 vp01 6.7 6.7 2.60452990202 0.907457084105
d 0.5065 vp01 7.9 5.9 1.5043440473 1.61139239164
d 0.7795 vp01 7.5 8.7 2.00116882132 5.76597881824
d 0.8999 vp01 8.3 9.1 5.66267153727 0.545616480305
d 0.6523 vp01 6.7 8.7 4.66883434725 6.16077944975
s 1.1159 vp01 7.1 7.1 6.27125344166 5.51018900466
s 1.0274 vp01 7.1 7.5 4.13176240024 5.10831757753
s 1.2839 vp01 6.3 7.1 1.97699006391 4.39375528507
s 1.1426 vp01 7.9 8.3 4.21184650867 6.10002769931
s 0.4358 vp01 6.3 5.9 2.63397398336 3.37748068428
d 0.7162 vp01 7.9 9.1 2.06978047627 0.385212634219
s 1.7302 vp01 9.1 9.1 2.36068306889 5.77408804448
s 0.9156 vp01 5.9 5.9 5.91818297562 3.00336005537
d 0.7564 vp01 7.1 7.1 5.56398337975 5.44390245059
d 1.0594 vp01 7.5 7.5 5.94398756801 4.23649688843
d 0.5156 vp01 8.3 6.7 1.90223030632 4.51381613213
d 0.9237 vp01 7.1 5.9 2.10971601146 2.06723101554
d 0.6758 vp01 6.7 6.7 5.05076551119 0.594466738909
s 1.0679 vp01 6.7 7.1 1.9644404362 2.15465904301
d 0.932 vp01 7.5 6.7 6.21964537637 1.87501341995
s 0.5874 vp01 6.7 6.3 4.10059004438 3.59243196874
d 1.3082 vp01 5.9 5.9 5.10000667088 3.80902261249
d 0.5864 vp01 7.9 6.7 3.51502437504 2.0382559205
d 0.8626 vp01 7.1 7.9 5.60501703859 0.39015888071
d 0.4852 vp01 8.3 6.3 1.08487180678 5.8761437136
s 0.7557 vp01 8.7 8.7 0.119719768266 3.64001311654
s 2.1476 vp01 7.1 7.1 5.73093576835 0.433600974872
d 0.8108 vp01 8.3 7.9 2.22572683368 2.46653147972
s 1.2363 vp01 5.9 5.9 1.08237309504 1.83170975651
s 0.9787 vp01 8.7 9.1 4.75952605192 4.55976597935
s 0.908 vp01 7.9 7.9 3.36064684285 0.693056286925
d 1.0596 vp01 5.9 7.1 5.36212734221 2.96471984651
d 0.796 vp01 8.3 7.5 4.94803880619 3.15976314524
d 2.1318 vp01 7.5 7.5 0.422441177689 5.530490243
s 1.1398 vp01 5.9 6.7 0.0294261827609 2.453668139
d 0.668 vp01 7.1 8.3 3.17814740435 1.00899004272
s 0.9797 vp01 7.5 7.5 1.43046708865 0.83511283958
d 0.8361 vp01 7.9 7.1 4.0418717378 2.9391662181
s 1.6069 vp01 6.3 7.1 3.56033054101 6.22107588288
s 0.7883 vp01 8.3 8.7 1.18597125168 0.390355869115
s 0.9389 vp01 7.5 6.7 2.09532064934 4.27826894356
d 0.6043 vp01 6.3 8.3 4.70355848701 5.84566017016
s 0.6998 vp01 9.1 9.1 1.58081308898 0.474886827807
d 1.0272 vp01 5.9 7.9 0.366903185195 4.3837499016
s 0.8038 vp01 8.3 8.3 3.53256361761 2.88970836313
s 0.8839 vp01 7.5 7.5 5.1823281513 2.68464609687
s 0.6989 vp01 6.7 6.7 3.35498523126 1.48023190337
d 1.9953 vp01 7.5 7.9 1.1971492162 5.22776803036
s 1.3879 vp01 6.3 6.7 5.88221443083 3.30924305993
d 2.5472 vp01 6.7 7.5 5.01893225967 2.89083525124
d 0.4922 vp01 7.9 6.3 5.79542265618 1.24429788734
d 0.6517 vp01 6.3 7.9 3.05136923634 5.65017463013
s 0.5563 vp01 5.9 6.3 5.21289267374 4.32857310925
s 1.1337 vp01 7.5 7.5 1.47035147822 5.25538965008
s 0.6759 vp01 7.9 8.3 1.97345953402 5.06301509581
s 0.7158 vp01 7.9 7.9 6.21017636734 0.59311740098
s 1.5543 vp01 8.7 8.7 5.20205106863 3.34253632199
s 0.9151 vp01 8.3 8.3 5.19606968718 2.18344878467
s 1.3396 vp01 6.3 7.1 2.06881562604 5.56494386589
s 0.6188 vp01 8.7 8.3 3.53522641681 0.142196889693
d 0.7944 vp01 5.9 7.1 4.73002158771 4.52823009837
d 0.8033 vp01 8.3 8.7 3.3427250133 0.501181237867
s 1.7864 vp01 7.9 8.7 3.90542558355 2.97707862705
s 1.9953 vp01 5.9 5.9 0.490364842856 1.84524984637
d 1.1309 vp01 7.5 7.1 3.1780461976 3.65508465383
s 1.1468 vp01 8.7 8.3 3.44781972452 6.19133979448
s 1.2592 vp01 7.1 7.1 4.28056796504 5.5042366367
d 0.6762 vp01 7.9 5.9 6.01173430184 6.22036880711
d 1.1322 vp01 8.7 9.1 3.3323367239 0.659944417127
d 0.5154 vp01 7.5 8.7 3.28571509345 0.839892712183
s 0.5545 vp01 6.7 6.7 4.68385543925 3.89464255922
d 0.6736 vp01 9.1 8.7 1.38540897453 4.12421761248
d 0.2578 vp01 8.3 7.1 1.49076501995 4.59977402697
s 0.6988 vp01 8.7 8.7 0.94664298742 1.36382325143
d 0.8274 vp01 7.9 7.5 0.452469344817 0.581537383612
s 0.7792 vp01 7.9 8.3 0.97997930199 3.14377878796
s 0.9626 vp01 7.1 7.9 0.30881897041 3.40391386145
s 0.6354 vp01 7.9 7.9 1.57200516331 0.993378553691
